,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0,29.019040000000004,11.379280000000001,22.1904,17.0716,29.587200000000003,12.58608,46.36944,26.741039999999998,19.34424,7.964960000000001,51.20944,14.22544,7.288320000000001,39.74256,25.60472,10.24296,7.964960000000001,5.6923200000000005,3.9824800000000007,41.07168,11.263200000000001,13.65728,24.468400000000003,33.56968,13.089120000000001,33.56968,21.85872,20.53584,14.472000000000001,10.72,19.832,19.832,9.648000000000001,9.984000000000002,33.072,15.008000000000003,18.224,10.72,46.632000000000005,9.112,10.608,11.232,12.328000000000001,60.568,33.768,45.024,6.4319999999999995,7.4879999999999995,172.848,41.808,41.272000000000006,20.904,15.008000000000003,35.376,42.432,29.328,34.272000000000006,30.744,35.784,19.656000000000002,65.52000000000001,32.4,12.0,5.5440000000000005,12.096,10.584000000000001,24.192,39.312000000000005,39.0,7.2,15.12,21.168000000000003,19.152,7.56,17.136000000000003,22.200000000000003,13.200000000000001,2.52,11.592,19.152,15.624000000000002,21.672,16.8,1.2000000000000002,4.032,19.656000000000002,12.600000000000001,4.2789600000000005,11.7684,12.738,19.8
1,27.286559999999998,10.69992,20.8656,16.052400000000002,27.820800000000006,11.61792,42.80256,25.144560000000002,18.18936,7.489440000000001,48.15216,13.376159999999999,6.727679999999999,36.68544,24.07608,9.631440000000001,7.489440000000001,5.35248,3.7447200000000005,37.91232,10.3968,12.84192,23.0076,31.56552,12.307680000000001,31.56552,20.17728,18.95616,13.608000000000002,10.08,18.648,18.648,9.072000000000001,9.216,30.528,14.112000000000002,17.136000000000003,10.08,43.848000000000006,8.568000000000001,9.792000000000002,10.368000000000002,11.592,56.952,31.752,42.336000000000006,6.048,6.912000000000001,159.55200000000002,39.312000000000005,38.808,19.656000000000002,14.112000000000002,33.264,39.168000000000006,27.072000000000003,33.728,30.256,35.216,19.344,64.48,31.536,11.68,5.456,11.904000000000002,10.416,23.808000000000003,38.688,37.96,7.008,14.880000000000003,20.832,18.848,7.440000000000001,16.864,21.608000000000004,12.847999999999999,2.4800000000000004,11.408000000000001,18.848,15.376,21.328000000000003,16.352,1.168,3.968,19.344,12.4,4.21104,11.581600000000002,12.39832,19.272000000000002
2,25.9872,10.1904,19.872,15.288,26.496,10.972480000000001,40.424640000000004,23.947200000000002,17.3232,7.1328000000000005,45.8592,12.7392,6.3539200000000005,34.64736,22.9296,9.1728,7.1328000000000005,5.0976,3.5664000000000002,35.80608,9.8192,12.230400000000001,21.912000000000003,30.062400000000004,11.7216,30.062400000000004,19.05632,17.90304,12.96,9.600000000000001,17.76,17.76,8.64,8.704,28.832,13.440000000000001,16.32,9.600000000000001,41.760000000000005,8.16,9.248000000000001,9.792000000000002,11.040000000000001,54.24,30.24,40.32,5.760000000000001,6.5280000000000005,150.68800000000002,37.44,36.96,18.72,13.440000000000001,31.680000000000003,36.992000000000004,25.568,32.64,29.28,34.080000000000005,18.72,62.400000000000006,29.808,11.040000000000001,5.28,11.520000000000001,10.08,23.040000000000003,37.44,35.88,6.624,14.4,20.16,18.240000000000002,7.2,16.32,20.424000000000003,12.144,2.4000000000000004,11.040000000000001,18.240000000000002,14.880000000000003,20.64,15.456000000000001,1.1039999999999999,3.84,18.72,12.0,4.075200000000001,11.208,11.718960000000001,18.216
3,25.55408,10.020560000000001,19.5408,15.0332,26.0544,10.64976,39.23568,23.54808,17.03448,7.013920000000001,45.09488,12.52688,6.16704,33.62832,22.54744,9.01992,7.013920000000001,5.01264,3.5069600000000003,34.75296,9.5304,12.026560000000002,21.5468,29.561360000000004,11.526240000000001,29.561360000000004,18.49584,17.37648,12.744,9.440000000000001,17.464,17.464,8.496,8.448,27.983999999999998,13.216000000000001,16.048,9.440000000000001,41.064,8.024,8.976,9.504000000000001,10.856000000000002,53.336000000000006,29.736000000000004,39.648,5.664000000000001,6.336,146.256,36.816,36.344,18.408,13.216000000000001,31.152,35.904,24.816000000000003,31.552,28.304000000000002,32.944,18.096,60.32000000000001,28.512,10.56,5.104,11.136000000000001,9.744,22.272000000000002,36.192,34.32,6.336,13.92,19.488,17.632,6.96,15.776,19.536,11.616,2.32,10.672,17.632,14.384,19.952,14.784,1.056,3.7119999999999997,18.096,11.600000000000001,3.93936,10.8344,11.20944,17.424000000000003
4,25.55408,10.020560000000001,19.5408,15.0332,26.0544,10.32704,38.04672,23.54808,17.03448,7.013920000000001,45.09488,12.52688,5.980160000000001,32.609280000000005,22.54744,9.01992,7.013920000000001,5.01264,3.5069600000000003,33.69984,9.2416,12.026560000000002,21.5468,29.561360000000004,11.526240000000001,29.561360000000004,17.93536,16.84992,12.744,9.440000000000001,17.464,17.464,8.496,8.192,27.136000000000003,13.216000000000001,16.048,9.440000000000001,41.064,8.024,8.704,9.216,10.856000000000002,53.336000000000006,29.736000000000004,39.648,5.664000000000001,6.144,141.824,36.816,36.344,18.408,13.216000000000001,31.152,34.816,24.064,32.096,28.792,33.512,18.408,61.36000000000001,28.080000000000002,10.4,5.192,11.328000000000001,9.912,22.656000000000002,36.816,33.800000000000004,6.24,14.16,19.824,17.936000000000003,7.08,16.048,19.240000000000002,11.440000000000001,2.3600000000000003,10.856000000000002,17.936000000000003,14.632,20.296000000000003,14.56,1.04,3.776,18.408,11.8,4.007280000000001,11.0212,11.0396,17.16
5,25.9872,10.1904,19.872,15.288,26.496,10.4884,38.6412,23.947200000000002,17.3232,7.1328000000000005,45.8592,12.7392,6.0736,33.1188,22.9296,9.1728,7.1328000000000005,5.0976,3.5664000000000002,34.226400000000005,9.386000000000001,12.230400000000001,21.912000000000003,30.062400000000004,11.7216,30.062400000000004,18.215600000000002,17.113200000000003,12.96,9.600000000000001,17.76,17.76,8.64,8.32,27.560000000000002,13.440000000000001,16.32,9.600000000000001,41.760000000000005,8.16,8.840000000000002,9.36,11.040000000000001,54.24,30.24,40.32,5.760000000000001,6.24,144.04000000000002,37.44,36.96,18.72,13.440000000000001,31.680000000000003,35.36000000000001,24.44,35.36000000000001,31.72,36.92,20.28,67.60000000000001,28.080000000000002,10.4,5.720000000000001,12.48,10.920000000000002,24.96,40.56,33.800000000000004,6.24,15.600000000000001,21.840000000000003,19.76,7.800000000000001,17.680000000000003,19.240000000000002,11.440000000000001,2.6,11.96,19.76,16.12,22.36,14.56,1.04,4.16,20.28,13.0,4.4148000000000005,12.142000000000001,11.0396,17.16
6,32.05088,12.56816,24.5088,18.8552,32.6784,10.64976,39.23568,29.53488,21.365280000000002,8.79712,56.55968000000001,15.711680000000001,6.16704,33.62832,28.279840000000004,11.313120000000001,8.79712,6.28704,4.39856,34.75296,9.5304,15.08416,27.0248,37.07696000000001,14.45664,37.07696000000001,18.49584,17.37648,15.984000000000002,11.840000000000002,21.904,21.904,10.656,8.448,27.983999999999998,16.576,20.128,11.840000000000002,51.504,10.064,8.976,9.504000000000001,13.616,66.896,37.296,49.728,7.104000000000001,6.336,146.256,46.176,45.584,23.088,16.576,39.072,35.904,24.816000000000003,39.168000000000006,35.136,40.896,22.464,74.88,29.376,10.88,6.336,13.824000000000002,12.096,27.648000000000003,44.928,35.36000000000001,6.5280000000000005,17.28,24.192,21.888,8.64,19.584000000000003,20.128,11.968000000000002,2.8800000000000003,13.248,21.888,17.856,24.768,15.232,1.088,4.608,22.464,14.4,4.89024,13.449600000000002,11.549120000000002,17.952
7,37.24832,14.60624,28.4832,21.9128,37.9776,11.295200000000001,41.613600000000005,34.32432,24.82992,10.223680000000002,65.73152,18.259520000000002,6.540800000000001,35.6664,32.86576,13.147680000000001,10.223680000000002,7.306560000000001,5.111840000000001,36.8592,10.108,17.530240000000003,31.407200000000003,43.08944,16.80096,43.08944,19.6168,18.4296,18.576,13.76,25.456000000000003,25.456000000000003,12.384,8.959999999999999,29.680000000000003,19.264,23.392,13.76,59.855999999999995,11.696,9.520000000000001,10.08,15.824000000000002,77.74400000000001,43.344,57.792,8.256,6.720000000000001,155.12,53.664,52.976,26.832,19.264,45.408,38.080000000000005,26.32,46.24,41.480000000000004,48.28,26.52,88.4,31.968000000000004,11.840000000000002,7.48,16.32,14.280000000000001,32.64,53.04,38.480000000000004,7.104000000000001,20.400000000000002,28.560000000000002,25.84,10.200000000000001,23.12,21.904,13.024000000000001,3.4000000000000004,15.64,25.84,21.080000000000002,29.24,16.576,1.184,5.44,26.52,17.0,5.7732,15.878,12.56816,19.536
8,41.1464,16.134800000000002,31.464,24.206000000000003,41.952,12.9088,47.558400000000006,37.9164,27.4284,11.293600000000001,72.61040000000001,20.1704,7.4752,40.7616,36.305200000000006,14.5236,11.293600000000001,8.071200000000001,5.646800000000001,42.1248,11.552,19.364800000000002,34.694,47.598800000000004,18.5592,47.598800000000004,22.419200000000004,21.0624,20.52,15.200000000000001,28.12,28.12,13.680000000000001,10.240000000000002,33.92,21.28,25.84,15.200000000000001,66.12,12.92,10.88,11.520000000000001,17.48,85.88,47.88,63.84,9.120000000000001,7.68,177.28,59.28,58.52000000000001,29.64,21.28,50.160000000000004,43.52,30.080000000000002,51.68,46.36000000000001,53.96000000000001,29.64,98.80000000000001,35.856,13.280000000000001,8.36,18.240000000000002,15.96,36.480000000000004,59.28,43.160000000000004,7.968000000000001,22.8,31.92,28.880000000000003,11.4,25.84,24.568,14.608000000000002,3.8000000000000003,17.48,28.880000000000003,23.560000000000002,32.68,18.592,1.328,6.08,29.64,19.0,6.452400000000001,17.746000000000002,14.09672,21.912000000000003
9,41.57952,16.304640000000003,31.7952,24.460800000000003,42.3936,14.19968,52.31424,38.31552,27.71712,11.41248,73.37472000000001,20.382720000000003,8.22272,44.83776,36.687360000000005,14.676480000000002,11.41248,8.15616,5.70624,46.33728,12.7072,19.568640000000002,35.0592,48.09984,18.75456,48.09984,24.66112,23.16864,20.736000000000004,15.36,28.416000000000004,28.416000000000004,13.824000000000002,11.264000000000001,37.312000000000005,21.504,26.112000000000002,15.36,66.816,13.056000000000001,11.968000000000002,12.672,17.663999999999998,86.784,48.384,64.512,9.216,8.448,195.008,59.903999999999996,59.136,29.951999999999998,21.504,50.688,47.87200000000001,33.088,53.855999999999995,48.312000000000005,56.232000000000006,30.888,102.96,38.44800000000001,14.240000000000002,8.712000000000002,19.008000000000003,16.632,38.016000000000005,61.776,46.28,8.544,23.76,33.264,30.096,11.88,26.927999999999997,26.344,15.664,3.9600000000000004,18.216,30.096,24.552000000000003,34.056000000000004,19.936000000000003,1.4240000000000002,6.336,30.888,19.8,6.72408,18.493199999999998,15.115760000000002,23.496000000000002
