HourUTC,wind_speed [m/s],temperature [C],pressure [hPa],wind_direction [degress]
2021-01-01 00:00:00,3.2,2.2,1003.8,160.0
2021-01-01 01:00:00,3.1,2.4,1003.8,154.0
2021-01-01 02:00:00,3.5,2.6,1003.9,155.0
2021-01-01 03:00:00,3.5,2.0,1003.9,160.0
2021-01-01 04:00:00,3.7,1.8,1003.9,157.0
2021-01-01 05:00:00,3.8,2.0,1004.0,150.0
2021-01-01 06:00:00,3.9,2.2,1004.2,147.0
2021-01-01 07:00:00,3.5,2.1,1004.5,139.0
2021-01-01 08:00:00,3.9,2.4,1004.8,149.0
2021-01-01 09:00:00,3.8,2.4,1005.2,154.0
2021-01-01 10:00:00,3.2,2.2,1005.3,157.0
2021-01-01 11:00:00,2.9,2.4,1005.1,159.0
2021-01-01 12:00:00,2.2,2.5,1005.1,165.0
2021-01-01 13:00:00,1.8,2.5,1005.2,158.0
2021-01-01 14:00:00,1.7,2.4,1005.4,148.0
2021-01-01 15:00:00,0.9,2.4,1005.8,165.0
2021-01-01 16:00:00,0.5,2.4,1006.0,245.0
2021-01-01 17:00:00,0.6,2.3,1006.3,255.0
2021-01-01 18:00:00,0.6,2.2,1006.6,304.0
2021-01-01 19:00:00,0.4,2.2,1007.0,5.0
2021-01-01 20:00:00,0.8,2.2,1007.6,236.0
2021-01-01 21:00:00,0.8,2.1,1007.9,273.0
2021-01-01 22:00:00,1.6,2.1,1008.2,306.0
2021-01-01 23:00:00,1.8,1.9,1008.6,295.0
2021-01-02 00:00:00,1.4,1.9,1009.1,309.0
2021-01-02 01:00:00,1.1,1.9,1009.5,307.0
2021-01-02 02:00:00,1.1,1.8,1009.8,293.0
2021-01-02 03:00:00,0.9,1.7,1010.2,307.0
2021-01-02 04:00:00,1.3,1.3,1010.5,357.0
2021-01-02 05:00:00,1.4,1.2,1011.0,11.0
2021-01-02 06:00:00,1.9,0.9,1011.6,21.0
2021-01-02 07:00:00,1.0,0.3,1012.5,11.0
2021-01-02 08:00:00,0.8,-0.1,1013.3,1.0
2021-01-02 09:00:00,1.5,-0.2,1014.1,13.0
2021-01-02 10:00:00,1.0,-0.3,1014.6,55.0
2021-01-02 11:00:00,0.8,-0.1,1014.8,87.0
2021-01-02 12:00:00,0.6,0.1,1015.1,69.0
2021-01-02 13:00:00,1.0,0.2,1015.5,21.0
2021-01-02 14:00:00,1.0,0.1,1016.0,0.0
2021-01-02 15:00:00,0.6,-0.1,1016.7,355.0
2021-01-02 16:00:00,1.0,-0.1,1017.2,293.0
2021-01-02 17:00:00,0.7,-0.1,1017.6,326.0
2021-01-02 18:00:00,1.1,-0.5,1018.1,338.0
2021-01-02 19:00:00,0.9,-0.9,1018.7,357.0
2021-01-02 20:00:00,1.1,-0.7,1019.1,1.0
2021-01-02 21:00:00,1.1,-0.6,1019.6,8.0
2021-01-02 22:00:00,1.1,-0.7,1020.1,25.0
2021-01-02 23:00:00,1.2,-0.5,1020.3,28.0
2021-01-03 00:00:00,1.7,-0.6,1020.5,27.0
2021-01-03 01:00:00,1.3,0.1,1020.8,38.0
2021-01-03 02:00:00,1.5,0.6,1021.0,56.0
2021-01-03 03:00:00,1.6,1.1,1021.2,58.0
2021-01-03 04:00:00,1.7,0.9,1021.4,49.0
2021-01-03 05:00:00,1.9,1.0,1021.6,41.0
2021-01-03 06:00:00,2.9,1.2,1022.0,40.0
2021-01-03 07:00:00,2.8,1.5,1022.4,49.0
2021-01-03 08:00:00,3.0,1.8,1022.9,57.0
2021-01-03 09:00:00,2.9,2.1,1023.4,57.0
2021-01-03 10:00:00,4.2,2.7,1023.5,61.0
2021-01-03 11:00:00,4.4,3.0,1023.5,57.0
2021-01-03 12:00:00,4.5,2.9,1023.7,59.0
2021-01-03 13:00:00,4.2,2.7,1023.8,54.0
2021-01-03 14:00:00,4.1,2.6,1024.0,53.0
2021-01-03 15:00:00,4.3,2.1,1024.2,45.0
2021-01-03 16:00:00,4.4,1.8,1024.5,45.0
2021-01-03 17:00:00,4.4,1.5,1024.8,45.0
2021-01-03 18:00:00,4.0,1.4,1025.0,46.0
2021-01-03 19:00:00,3.7,1.0,1025.2,48.0
2021-01-03 20:00:00,4.1,0.6,1025.3,46.0
2021-01-03 21:00:00,4.6,0.5,1025.6,60.0
2021-01-03 22:00:00,4.4,0.3,1025.7,61.0
2021-01-03 23:00:00,4.6,0.0,1025.7,59.0
2021-01-04 00:00:00,4.0,-0.4,1025.4,43.0
2021-01-04 01:00:00,3.9,-0.8,1025.2,36.0
2021-01-04 02:00:00,4.0,-1.6,1024.9,26.0
2021-01-04 03:00:00,3.9,-2.1,1024.7,26.0
2021-01-04 04:00:00,3.3,-2.5,1024.6,29.0
2021-01-04 05:00:00,3.6,-2.3,1024.6,28.0
2021-01-04 06:00:00,4.0,-0.7,1024.7,40.0
2021-01-04 07:00:00,4.2,-0.6,1025.0,33.0
2021-01-04 08:00:00,4.7,-0.8,1025.1,32.0
2021-01-04 09:00:00,4.5,-0.1,1025.2,37.0
2021-01-04 10:00:00,5.2,0.4,1025.0,36.0
2021-01-04 11:00:00,4.4,0.4,1024.6,37.0
2021-01-04 12:00:00,4.1,0.5,1024.2,35.0
2021-01-04 13:00:00,4.0,0.8,1024.0,36.0
2021-01-04 14:00:00,3.9,0.5,1024.0,36.0
2021-01-04 15:00:00,4.1,0.3,1024.1,36.0
2021-01-04 16:00:00,4.0,0.5,1024.1,37.0
2021-01-04 17:00:00,3.6,0.6,1024.2,40.0
2021-01-04 18:00:00,3.7,0.9,1024.2,42.0
2021-01-04 19:00:00,3.6,1.1,1024.3,44.0
2021-01-04 20:00:00,3.8,1.0,1024.3,42.0
2021-01-04 21:00:00,3.8,1.0,1024.4,40.0
2021-01-04 22:00:00,4.0,0.9,1024.4,39.0
2021-01-04 23:00:00,4.1,0.7,1024.4,39.0
2021-01-05 00:00:00,4.1,0.7,1024.4,43.0
2021-01-05 01:00:00,3.8,0.7,1024.3,42.0
2021-01-05 02:00:00,3.6,0.8,1024.1,44.0
2021-01-05 03:00:00,3.2,0.9,1024.0,46.0
2021-01-05 04:00:00,3.3,1.1,1024.0,42.0
2021-01-05 05:00:00,3.6,1.1,1024.1,43.0
2021-01-05 06:00:00,3.4,0.8,1024.1,40.0
2021-01-05 07:00:00,3.5,0.8,1024.3,39.0
2021-01-05 08:00:00,3.4,1.0,1024.6,45.0
2021-01-05 09:00:00,3.6,1.4,1024.7,54.0
2021-01-05 10:00:00,4.4,1.8,1024.5,53.0
2021-01-05 11:00:00,4.7,1.6,1024.2,37.0
2021-01-05 12:00:00,4.8,1.6,1023.6,37.0
2021-01-05 13:00:00,4.4,1.5,1023.3,36.0
2021-01-05 14:00:00,4.1,1.4,1023.2,36.0
2021-01-05 15:00:00,4.0,1.4,1023.1,38.0
2021-01-05 16:00:00,3.9,1.4,1022.9,41.0
2021-01-05 17:00:00,3.7,1.3,1022.9,37.0
2021-01-05 18:00:00,3.9,1.3,1022.6,33.0
2021-01-05 19:00:00,3.6,1.4,1022.4,31.0
2021-01-05 20:00:00,3.4,1.0,1022.3,27.0
2021-01-05 21:00:00,4.1,1.1,1022.0,25.0
2021-01-05 22:00:00,4.2,1.0,1021.4,24.0
2021-01-05 23:00:00,4.6,1.1,1020.6,27.0
2021-01-06 00:00:00,4.4,1.2,1020.0,20.0
2021-01-06 01:00:00,4.4,1.2,1019.5,22.0
2021-01-06 02:00:00,5.0,1.2,1018.9,22.0
2021-01-06 03:00:00,5.6,1.1,1018.3,15.0
2021-01-06 04:00:00,5.5,0.6,1017.6,16.0
2021-01-06 05:00:00,5.7,-0.1,1016.9,12.0
2021-01-06 06:00:00,6.0,-0.2,1016.5,16.0
2021-01-06 07:00:00,5.8,-0.3,1016.2,14.0
2021-01-06 08:00:00,6.1,-0.3,1015.9,16.0
2021-01-06 09:00:00,5.9,-0.2,1015.4,18.0
2021-01-06 10:00:00,5.4,-0.1,1015.0,22.0
2021-01-06 11:00:00,5.1,0.1,1014.2,26.0
2021-01-06 12:00:00,5.1,0.0,1013.5,26.0
2021-01-06 13:00:00,5.1,0.1,1013.0,25.0
2021-01-06 14:00:00,4.8,0.2,1012.8,27.0
2021-01-06 15:00:00,4.6,0.4,1012.5,29.0
2021-01-06 16:00:00,4.6,0.5,1012.3,30.0
2021-01-06 17:00:00,4.2,0.5,1012.0,32.0
2021-01-06 18:00:00,4.3,0.5,1011.9,30.0
2021-01-06 19:00:00,3.8,0.8,1011.8,34.0
2021-01-06 20:00:00,3.7,0.7,1011.6,35.0
2021-01-06 21:00:00,3.8,0.8,1011.2,35.0
2021-01-06 22:00:00,3.7,0.7,1010.9,38.0
2021-01-06 23:00:00,3.4,0.7,1010.7,40.0
2021-01-07 00:00:00,3.4,0.7,1010.3,42.0
2021-01-07 01:00:00,3.2,0.7,1010.2,42.0
2021-01-07 02:00:00,3.2,0.8,1010.0,40.0
2021-01-07 03:00:00,3.4,0.8,1009.8,41.0
2021-01-07 04:00:00,3.5,0.7,1009.7,39.0
2021-01-07 05:00:00,3.4,0.7,1009.6,41.0
2021-01-07 06:00:00,3.3,0.7,1009.6,42.0
2021-01-07 07:00:00,3.0,0.7,1009.9,44.0
2021-01-07 08:00:00,2.7,0.8,1010.1,48.0
2021-01-07 09:00:00,2.8,1.0,1010.2,47.0
2021-01-07 10:00:00,2.6,1.2,1010.0,49.0
2021-01-07 11:00:00,2.5,1.2,1009.7,43.0
2021-01-07 12:00:00,2.9,0.9,1009.5,32.0
2021-01-07 13:00:00,2.8,0.8,1009.4,27.0
2021-01-07 14:00:00,2.7,0.5,1009.7,15.0
2021-01-07 15:00:00,3.0,0.4,1009.9,17.0
2021-01-07 16:00:00,2.6,0.3,1009.9,17.0
2021-01-07 17:00:00,2.3,0.0,1009.9,3.0
2021-01-07 18:00:00,2.4,-0.1,1009.9,359.0
2021-01-07 19:00:00,2.6,-0.2,1009.8,0.0
2021-01-07 20:00:00,2.8,-0.2,1009.8,356.0
2021-01-07 21:00:00,2.6,-0.3,1009.7,352.0
2021-01-07 22:00:00,2.4,-0.4,1009.7,350.0
2021-01-07 23:00:00,2.6,-0.4,1009.5,345.0
2021-01-08 00:00:00,2.8,-0.3,1009.5,350.0
2021-01-08 01:00:00,2.9,-0.3,1009.5,354.0
2021-01-08 02:00:00,2.8,-0.4,1009.5,0.0
2021-01-08 03:00:00,2.6,-0.3,1009.6,1.0
2021-01-08 04:00:00,2.9,-0.2,1009.5,1.0
2021-01-08 05:00:00,3.0,-0.1,1009.7,7.0
2021-01-08 06:00:00,3.1,-0.1,1010.1,9.0
2021-01-08 07:00:00,3.1,0.1,1010.6,17.0
2021-01-08 08:00:00,3.1,0.2,1011.2,18.0
2021-01-08 09:00:00,3.2,0.4,1011.8,14.0
2021-01-08 10:00:00,2.9,0.6,1011.9,7.0
2021-01-08 11:00:00,3.1,0.6,1012.2,9.0
2021-01-08 12:00:00,3.1,0.8,1012.2,8.0
2021-01-08 13:00:00,3.2,0.8,1012.4,1.0
2021-01-08 14:00:00,3.0,0.8,1012.8,353.0
2021-01-08 15:00:00,3.0,0.6,1013.4,347.0
2021-01-08 16:00:00,2.9,0.6,1013.9,355.0
2021-01-08 17:00:00,2.9,0.8,1014.3,357.0
2021-01-08 18:00:00,3.0,1.0,1014.7,6.0
2021-01-08 19:00:00,2.9,1.1,1015.2,8.0
2021-01-08 20:00:00,2.6,1.1,1015.8,1.0
2021-01-08 21:00:00,2.8,1.1,1016.3,360.0
2021-01-08 22:00:00,2.9,1.1,1016.5,13.0
2021-01-08 23:00:00,2.8,1.0,1016.9,2.0
2021-01-09 00:00:00,2.9,1.0,1017.4,3.0
2021-01-09 01:00:00,2.7,1.0,1017.8,358.0
2021-01-09 02:00:00,2.7,1.0,1018.1,2.0
2021-01-09 03:00:00,2.5,0.9,1018.3,4.0
2021-01-09 04:00:00,2.5,0.9,1018.8,7.0
2021-01-09 05:00:00,2.4,0.9,1019.4,9.0
2021-01-09 06:00:00,2.4,0.6,1019.8,16.0
2021-01-09 07:00:00,1.9,-0.1,1020.4,19.0
2021-01-09 08:00:00,1.3,-0.9,1021.0,344.0
2021-01-09 09:00:00,1.5,-0.3,1021.3,345.0
2021-01-09 10:00:00,1.8,0.2,1021.5,344.0
2021-01-09 11:00:00,2.0,1.0,1021.4,354.0
2021-01-09 12:00:00,2.1,1.2,1021.6,345.0
2021-01-09 13:00:00,2.1,1.0,1021.8,351.0
2021-01-09 14:00:00,1.9,0.1,1022.0,352.0
2021-01-09 15:00:00,1.3,-0.7,1022.3,6.0
2021-01-09 16:00:00,1.3,-0.2,1022.5,22.0
2021-01-09 17:00:00,0.8,-0.9,1022.6,36.0
2021-01-09 18:00:00,0.7,-1.5,1022.9,243.0
2021-01-09 19:00:00,0.6,-0.8,1023.0,247.0
2021-01-09 20:00:00,0.5,-0.5,1023.1,250.0
2021-01-09 21:00:00,1.1,-0.3,1023.0,267.0
2021-01-09 22:00:00,1.2,-0.6,1022.7,216.0
2021-01-09 23:00:00,1.3,-0.7,1022.4,200.0
2021-01-10 00:00:00,1.9,-0.5,1022.1,207.0
2021-01-10 01:00:00,2.4,-0.3,1021.8,198.0
2021-01-10 02:00:00,2.5,-0.1,1021.4,197.0
2021-01-10 03:00:00,2.6,0.1,1021.1,206.0
2021-01-10 04:00:00,2.9,-0.2,1020.6,204.0
2021-01-10 05:00:00,3.0,-1.1,1020.2,206.0
2021-01-10 06:00:00,3.8,-1.0,1019.8,212.0
2021-01-10 07:00:00,5.3,-0.5,1019.5,213.0
2021-01-10 08:00:00,6.6,-0.1,1019.4,211.0
2021-01-10 09:00:00,6.9,0.0,1019.2,210.0
2021-01-10 10:00:00,7.2,0.1,1018.7,213.0
2021-01-10 11:00:00,6.4,0.2,1018.1,210.0
2021-01-10 12:00:00,6.0,0.2,1017.4,213.0
2021-01-10 13:00:00,5.5,0.5,1016.9,217.0
2021-01-10 14:00:00,4.7,0.6,1016.8,226.0
2021-01-10 15:00:00,4.4,0.6,1016.6,226.0
2021-01-10 16:00:00,3.3,0.6,1016.4,233.0
2021-01-10 17:00:00,3.1,1.0,1016.1,239.0
2021-01-10 18:00:00,2.6,1.0,1016.0,224.0
2021-01-10 19:00:00,2.6,1.3,1015.8,235.0
2021-01-10 20:00:00,2.4,1.4,1015.6,234.0
2021-01-10 21:00:00,2.0,1.3,1015.5,237.0
2021-01-10 22:00:00,1.5,1.0,1015.3,221.0
2021-01-10 23:00:00,1.7,1.2,1014.9,217.0
2021-01-11 00:00:00,1.9,1.3,1014.6,232.0
2021-01-11 01:00:00,2.6,1.5,1014.3,233.0
2021-01-11 02:00:00,2.8,1.6,1013.9,235.0
2021-01-11 03:00:00,3.0,1.4,1013.2,222.0
2021-01-11 04:00:00,3.4,1.6,1012.5,217.0
2021-01-11 05:00:00,4.1,1.9,1011.7,206.0
2021-01-11 06:00:00,4.9,2.0,1010.9,200.0
2021-01-11 07:00:00,5.9,2.4,1010.1,200.0
2021-01-11 08:00:00,6.8,2.8,1009.4,206.0
2021-01-11 09:00:00,7.2,3.3,1008.8,212.0
2021-01-11 10:00:00,7.5,3.6,1008.0,212.0
2021-01-11 11:00:00,8.4,3.9,1007.1,217.0
2021-01-11 12:00:00,8.1,4.2,1006.2,222.0
2021-01-11 13:00:00,8.5,4.4,1005.4,223.0
2021-01-11 14:00:00,8.3,4.1,1004.6,220.0
2021-01-11 15:00:00,8.9,3.8,1003.7,218.0
2021-01-11 16:00:00,9.8,3.7,1002.5,215.0
2021-01-11 17:00:00,9.8,3.6,1001.4,215.0
2021-01-11 18:00:00,10.2,3.7,1000.2,217.0
2021-01-11 19:00:00,9.7,4.1,999.3,222.0
2021-01-11 20:00:00,10.2,4.4,998.2,224.0
2021-01-11 21:00:00,10.1,4.4,997.1,220.0
2021-01-11 22:00:00,10.3,4.3,995.8,218.0
2021-01-11 23:00:00,9.9,4.4,994.6,221.0
2021-01-12 00:00:00,9.2,4.5,993.5,223.0
2021-01-12 01:00:00,7.9,3.4,994.1,272.0
2021-01-12 02:00:00,5.2,1.7,995.1,311.0
2021-01-12 03:00:00,4.6,1.4,995.6,290.0
2021-01-12 04:00:00,4.0,1.0,996.3,284.0
2021-01-12 05:00:00,2.9,0.3,996.9,281.0
2021-01-12 06:00:00,2.2,-0.2,997.3,256.0
2021-01-12 07:00:00,2.7,-0.3,997.7,250.0
2021-01-12 08:00:00,3.1,0.1,998.0,245.0
2021-01-12 09:00:00,3.2,1.1,998.2,249.0
2021-01-12 10:00:00,3.5,2.0,998.1,250.0
2021-01-12 11:00:00,4.0,2.5,997.9,254.0
2021-01-12 12:00:00,3.8,2.2,997.7,254.0
2021-01-12 13:00:00,4.8,2.0,997.6,266.0
2021-01-12 14:00:00,4.4,1.4,997.9,278.0
2021-01-12 15:00:00,4.1,0.9,998.2,278.0
2021-01-12 16:00:00,3.6,0.2,998.4,271.0
2021-01-12 17:00:00,4.1,0.3,998.7,270.0
2021-01-12 18:00:00,4.7,0.6,998.9,267.0
2021-01-12 19:00:00,5.4,1.0,999.2,268.0
2021-01-12 20:00:00,6.2,1.4,999.3,270.0
2021-01-12 21:00:00,5.4,1.3,999.5,266.0
2021-01-12 22:00:00,5.6,1.4,999.5,265.0
2021-01-12 23:00:00,5.2,1.4,999.5,258.0
2021-01-13 00:00:00,5.6,1.7,999.4,268.0
2021-01-13 01:00:00,5.8,2.1,999.6,270.0
2021-01-13 02:00:00,6.1,2.3,999.5,270.0
2021-01-13 03:00:00,5.8,2.2,999.6,269.0
2021-01-13 04:00:00,5.4,2.0,999.4,263.0
2021-01-13 05:00:00,5.2,1.9,999.2,253.0
2021-01-13 06:00:00,5.3,1.8,998.9,246.0
2021-01-13 07:00:00,4.9,1.3,998.5,235.0
2021-01-13 08:00:00,5.3,1.2,997.8,227.0
2021-01-13 09:00:00,4.9,1.3,997.2,234.0
2021-01-13 10:00:00,4.3,1.3,996.6,246.0
2021-01-13 11:00:00,3.6,0.9,996.0,263.0
2021-01-13 12:00:00,3.8,1.0,995.4,281.0
2021-01-13 13:00:00,3.6,0.9,995.2,296.0
2021-01-13 14:00:00,6.4,0.7,996.0,348.0
2021-01-13 15:00:00,7.0,0.3,996.8,351.0
2021-01-13 16:00:00,6.8,0.1,997.7,3.0
2021-01-13 17:00:00,8.0,0.0,999.2,11.0
2021-01-13 18:00:00,8.8,-0.1,1000.7,13.0
2021-01-13 19:00:00,8.8,0.0,1002.3,16.0
2021-01-13 20:00:00,9.2,0.2,1004.0,18.0
2021-01-13 21:00:00,9.1,0.2,1006.2,17.0
2021-01-13 22:00:00,8.5,0.1,1008.2,17.0
2021-01-13 23:00:00,7.8,0.1,1009.9,16.0
2021-01-14 00:00:00,6.3,0.0,1011.1,13.0
2021-01-14 01:00:00,6.2,0.3,1012.2,12.0
2021-01-14 02:00:00,5.3,0.5,1013.4,12.0
2021-01-14 03:00:00,4.8,0.5,1014.2,6.0
2021-01-14 04:00:00,4.8,0.4,1015.0,5.0
2021-01-14 05:00:00,5.3,0.4,1015.7,8.0
2021-01-14 06:00:00,4.4,-0.2,1016.6,356.0
2021-01-14 07:00:00,4.3,-0.4,1017.5,2.0
2021-01-14 08:00:00,3.9,-0.4,1018.5,358.0
2021-01-14 09:00:00,4.1,-0.1,1019.4,11.0
2021-01-14 10:00:00,4.9,0.3,1020.1,12.0
2021-01-14 11:00:00,4.4,0.6,1020.4,21.0
2021-01-14 12:00:00,4.4,0.6,1020.6,16.0
2021-01-14 13:00:00,4.4,0.5,1021.0,8.0
2021-01-14 14:00:00,4.3,0.1,1021.5,16.0
2021-01-14 15:00:00,3.6,-0.5,1022.1,15.0
2021-01-14 16:00:00,3.6,-0.8,1022.5,13.0
2021-01-14 17:00:00,2.3,-1.3,1022.6,12.0
2021-01-14 18:00:00,2.6,-1.2,1022.7,17.0
2021-01-14 19:00:00,2.3,-1.1,1022.8,24.0
2021-01-14 20:00:00,2.4,-1.4,1023.1,17.0
2021-01-14 21:00:00,2.6,-1.5,1023.4,15.0
2021-01-14 22:00:00,2.4,-1.7,1023.5,16.0
2021-01-14 23:00:00,2.1,-1.8,1023.5,358.0
2021-01-15 00:00:00,2.7,-1.9,1023.3,355.0
2021-01-15 01:00:00,2.6,-2.0,1023.4,6.0
2021-01-15 02:00:00,3.2,-2.0,1023.6,5.0
2021-01-15 03:00:00,3.3,-2.3,1023.9,9.0
2021-01-15 04:00:00,3.5,-3.2,1024.2,17.0
2021-01-15 05:00:00,3.8,-4.2,1024.6,16.0
2021-01-15 06:00:00,3.3,-5.0,1025.2,8.0
2021-01-15 07:00:00,2.7,-5.8,1025.8,2.0
2021-01-15 08:00:00,3.8,-4.5,1026.0,355.0
2021-01-15 09:00:00,5.8,-3.9,1026.3,1.0
2021-01-15 10:00:00,5.5,-3.9,1026.7,2.0
2021-01-15 11:00:00,4.6,-3.7,1026.7,1.0
2021-01-15 12:00:00,5.2,-3.4,1026.4,1.0
2021-01-15 13:00:00,4.0,-3.2,1026.3,4.0
2021-01-15 14:00:00,2.7,-3.0,1026.3,356.0
2021-01-15 15:00:00,2.6,-2.5,1026.3,349.0
2021-01-15 16:00:00,2.6,-2.3,1026.4,349.0
2021-01-15 17:00:00,2.1,-2.1,1026.2,347.0
2021-01-15 18:00:00,3.3,-1.6,1026.3,348.0
2021-01-15 19:00:00,3.7,-1.9,1026.3,358.0
2021-01-15 20:00:00,3.7,-2.5,1026.3,2.0
2021-01-15 21:00:00,3.1,-3.1,1026.4,2.0
2021-01-15 22:00:00,2.8,-3.7,1026.4,15.0
2021-01-15 23:00:00,2.2,-5.5,1026.3,18.0
2021-01-16 00:00:00,2.2,-5.9,1026.2,5.0
2021-01-16 01:00:00,2.0,-7.2,1026.2,353.0
2021-01-16 02:00:00,1.3,-8.1,1026.0,346.0
2021-01-16 03:00:00,1.3,-6.7,1025.7,333.0
2021-01-16 04:00:00,1.0,-6.4,1025.2,356.0
2021-01-16 05:00:00,1.3,-6.7,1024.7,301.0
2021-01-16 06:00:00,2.8,-5.6,1024.3,316.0
2021-01-16 07:00:00,2.9,-4.4,1023.8,314.0
2021-01-16 08:00:00,2.7,-4.1,1023.5,301.0
2021-01-16 09:00:00,2.5,-2.4,1023.3,309.0
2021-01-16 10:00:00,2.8,-1.3,1022.8,314.0
2021-01-16 11:00:00,3.7,-0.7,1022.2,318.0
2021-01-16 12:00:00,4.1,-0.5,1021.6,330.0
2021-01-16 13:00:00,3.8,-0.5,1021.1,329.0
2021-01-16 14:00:00,3.1,-0.7,1021.0,328.0
2021-01-16 15:00:00,2.3,-1.1,1020.8,331.0
2021-01-16 16:00:00,2.4,-1.6,1020.3,318.0
2021-01-16 17:00:00,1.4,-3.1,1019.8,316.0
2021-01-16 18:00:00,0.8,-4.8,1019.6,286.0
2021-01-16 19:00:00,1.1,-5.7,1019.4,279.0
2021-01-16 20:00:00,0.5,-5.7,1019.5,294.0
2021-01-16 21:00:00,0.4,-6.1,1019.2,327.0
2021-01-16 22:00:00,0.8,-6.9,1019.3,300.0
2021-01-16 23:00:00,0.4,-5.8,1019.1,299.0
2021-01-17 00:00:00,0.5,-5.2,1018.8,17.0
2021-01-17 01:00:00,1.2,-5.0,1018.6,66.0
2021-01-17 02:00:00,1.2,-4.7,1018.2,50.0
2021-01-17 03:00:00,0.5,-6.5,1018.2,70.0
2021-01-17 04:00:00,0.6,-7.2,1018.3,50.0
2021-01-17 05:00:00,0.7,-6.9,1018.5,47.0
2021-01-17 06:00:00,0.7,-6.9,1018.7,356.0
2021-01-17 07:00:00,0.9,-6.6,1019.0,10.0
2021-01-17 08:00:00,0.7,-6.3,1019.4,313.0
2021-01-17 09:00:00,0.7,-3.4,1020.0,359.0
2021-01-17 10:00:00,0.5,-1.2,1020.3,93.0
2021-01-17 11:00:00,0.5,-0.3,1020.2,199.0
2021-01-17 12:00:00,1.3,-0.4,1020.1,215.0
2021-01-17 13:00:00,0.4,-0.4,1020.2,342.0
2021-01-17 14:00:00,0.5,-0.6,1020.4,345.0
2021-01-17 15:00:00,0.3,-1.7,1020.8,122.0
2021-01-17 16:00:00,0.7,-3.3,1020.9,157.0
2021-01-17 17:00:00,1.1,-3.6,1021.0,151.0
2021-01-17 18:00:00,1.5,-4.1,1021.0,163.0
2021-01-17 19:00:00,1.7,-4.9,1020.9,184.0
2021-01-17 20:00:00,1.6,-4.3,1020.5,156.0
2021-01-17 21:00:00,1.5,-3.8,1020.4,154.0
2021-01-17 22:00:00,1.8,-3.4,1020.1,184.0
2021-01-17 23:00:00,1.9,-3.0,1019.8,184.0
2021-01-18 00:00:00,2.3,-2.8,1019.3,177.0
2021-01-18 01:00:00,2.4,-2.3,1018.9,175.0
2021-01-18 02:00:00,2.4,-2.1,1018.5,175.0
2021-01-18 03:00:00,2.8,-1.7,1018.1,174.0
2021-01-18 04:00:00,3.2,-1.5,1017.8,181.0
2021-01-18 05:00:00,3.2,-1.4,1017.3,182.0
2021-01-18 06:00:00,3.5,-1.5,1016.9,176.0
2021-01-18 07:00:00,3.4,-1.4,1016.9,180.0
2021-01-18 08:00:00,3.6,-1.1,1016.4,176.0
2021-01-18 09:00:00,3.7,-0.6,1015.9,180.0
2021-01-18 10:00:00,3.6,-0.1,1015.5,190.0
2021-01-18 11:00:00,3.3,0.2,1014.8,186.0
2021-01-18 12:00:00,3.6,0.3,1013.8,178.0
2021-01-18 13:00:00,3.5,0.5,1013.1,177.0
2021-01-18 14:00:00,3.9,0.5,1012.3,165.0
2021-01-18 15:00:00,3.8,0.6,1011.8,162.0
2021-01-18 16:00:00,3.6,0.7,1011.2,173.0
2021-01-18 17:00:00,3.6,0.8,1010.6,174.0
2021-01-18 18:00:00,3.1,0.6,1010.3,166.0
2021-01-18 19:00:00,2.4,0.6,1009.9,159.0
2021-01-18 20:00:00,1.7,0.7,1009.9,192.0
2021-01-18 21:00:00,0.9,1.1,1010.0,236.0
2021-01-18 22:00:00,1.2,1.2,1009.8,219.0
2021-01-18 23:00:00,2.3,1.8,1009.6,226.0
2021-01-19 00:00:00,2.4,2.0,1009.5,241.0
2021-01-19 01:00:00,2.3,1.7,1009.1,236.0
2021-01-19 02:00:00,2.5,1.5,1008.4,215.0
2021-01-19 03:00:00,3.5,1.6,1007.9,210.0
2021-01-19 04:00:00,3.1,1.8,1007.3,209.0
2021-01-19 05:00:00,3.0,2.0,1006.4,198.0
2021-01-19 06:00:00,3.4,2.2,1005.8,199.0
2021-01-19 07:00:00,3.5,2.5,1005.1,193.0
2021-01-19 08:00:00,3.7,2.5,1004.5,180.0
2021-01-19 09:00:00,3.8,2.4,1003.7,174.0
2021-01-19 10:00:00,4.0,2.3,1002.7,178.0
2021-01-19 11:00:00,4.6,2.0,1001.9,178.0
2021-01-19 12:00:00,4.2,1.7,1001.0,174.0
2021-01-19 13:00:00,3.8,1.5,1000.3,176.0
2021-01-19 14:00:00,2.8,1.0,999.9,165.0
2021-01-19 15:00:00,2.8,1.0,999.8,168.0
2021-01-19 16:00:00,2.8,1.1,999.7,171.0
2021-01-19 17:00:00,2.7,1.1,999.2,168.0
2021-01-19 18:00:00,2.5,1.2,999.0,167.0
2021-01-19 19:00:00,2.5,1.4,999.3,172.0
2021-01-19 20:00:00,2.4,1.6,999.1,167.0
2021-01-19 21:00:00,1.9,1.7,998.7,147.0
2021-01-19 22:00:00,2.5,1.8,998.3,135.0
2021-01-19 23:00:00,2.3,2.1,997.8,137.0
2021-01-20 00:00:00,2.5,2.3,997.3,138.0
2021-01-20 01:00:00,2.7,2.5,996.8,147.0
2021-01-20 02:00:00,2.9,3.1,996.4,158.0
2021-01-20 03:00:00,3.2,3.9,995.9,182.0
2021-01-20 04:00:00,4.6,5.2,995.5,206.0
2021-01-20 05:00:00,6.1,5.7,995.1,209.0
